catalog_id,catalog_title,official_title,catalog_region,catalog_edition,content_type,role,current_value,recommended_company,confidence,evidence_scope,recommended_action,evidence_summary,source_1,source_2,classification,previous_value,company_slugs,company_display_names,resolved_evidence_urls,evidence_catalog_ids,stale_reason,reviewed_at,review_batch
ps4-chronicles-of-2-heroes-amaterasu%27s-wrath,Chronicles of 2 Heroes: Amaterasu's Wrath,Chronicles of 2 Heroes: Amaterasu's Wrath,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,Making Port,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP3729-CUSA42602_00-CHRONICLES2HEROE,,ADD,,making-port,Making Port,https://store.playstation.com/es-es/product/EP3729-CUSA42602_00-CHRONICLES2HEROE,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-chronicles-of-2-heroes-amaterasu%27s-wrath-collector%27s-edition,Chronicles of 2 Heroes: Amaterasu's Wrath [Collector's Edition],Chronicles of 2 Heroes: Amaterasu's Wrath [Collector's Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Tesura Games,HIGH,EXACT_PAL_PHYSICAL_EDITION,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Tesura Games.,https://en.tesuragames.com/,,ADD,,tesura-games,Tesura Games,https://en.tesuragames.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-circuit-breakers,Circuit Breakers,Circuit Breakers,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,CONTACT SALES LTD,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP0806-CUSA06389_00-CIRCUITBREAKERS0,,ADD,,contact-sales-ltd,CONTACT SALES LTD,https://store.playstation.com/es-es/product/EP0806-CUSA06389_00-CIRCUITBREAKERS0,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-clash-artifacts-of-chaos-zeno-edition,Clash: Artifacts of Chaos [Zeno Edition],Clash: Artifacts of Chaos [Zeno Edition],PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Nacon,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM, WIKIDATA.",https://gamesdb.launchbox-app.com/games/details/447027,https://store.steampowered.com/app/1430680,ADD,,nacon,Nacon,https://gamesdb.launchbox-app.com/games/details/447027 | https://store.steampowered.com/app/1430680,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-clive-%27n%27-wrench,Clive 'N' Wrench,Clive 'N' Wrench,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Numskull Games,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM, WIKIDATA.",https://gamesdb.launchbox-app.com/games/details/447114,https://store.steampowered.com/app/1094720,ADD,,numskull-games,Numskull Games Ltd.,https://gamesdb.launchbox-app.com/games/details/447114 | https://store.steampowered.com/app/1094720,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-clive-%27n%27-wrench-collector%27s-edition,Clive 'N' Wrench [Collector's Edition],Clive 'N' Wrench [Collector's Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Numskull Games,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM, WIKIDATA.",https://gamesdb.launchbox-app.com/games/details/447114,https://store.steampowered.com/app/1094720,ADD,,numskull-games,Numskull Games Ltd.,https://gamesdb.launchbox-app.com/games/details/447114 | https://store.steampowered.com/app/1094720,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cobra-kai-2-dojos-rising,Cobra Kai 2: Dojos Rising,Cobra Kai 2: Dojos Rising,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,GameMill Entertainment,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/446262,https://store.steampowered.com/app/1681870,ADD,,gamemill-entertainment,GameMill Entertainment,https://gamesdb.launchbox-app.com/games/details/446262 | https://store.steampowered.com/app/1681870,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-code-realize-bouquet-of-rainbows,Code Realize Bouquet of Rainbows,Code: Realize — Bouquet of Rainbows,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Idea Factory,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Idea Factory.,https://www.aksysgames.com/coderealize/,,ADD,,idea-factory,"Idea Factory Co., Ltd.",https://www.aksysgames.com/coderealize/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-code-realize-bouquet-of-rainbows,Code Realize Bouquet of Rainbows,Code Realize Bouquet of Rainbows,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,Aksys Games Localization Inc.,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP1024-CUSA10876_00-CODEREALIZESHPS4,,ADD,,aksys-games-localization,Aksys Games Localization,https://store.playstation.com/es-es/product/EP1024-CUSA10876_00-CODEREALIZESHPS4,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-code-realize-wintertide-miracles,Code Realize Wintertide Miracles,Code: Realize — Wintertide Miracles,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Idea Factory,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Idea Factory.,https://www.aksysgames.com/coderealize/,,ADD,,idea-factory,"Idea Factory Co., Ltd.",https://www.aksysgames.com/coderealize/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-code-realize-wintertide-miracles,Code Realize Wintertide Miracles,Code Realize Wintertide Miracles,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,Aksys Games Localization Inc.,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP1024-CUSA12950_00-CODEREALIZEFD2P4,,ADD,,aksys-games-localization,Aksys Games Localization,https://store.playstation.com/es-es/product/EP1024-CUSA12950_00-CODEREALIZEFD2P4,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-coffee-talk-2-in-1-double-pack,Coffee Talk 2-In-1 Double Pack,Coffee Talk 2-in-1 Double Pack,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,Toge Productions,Toge Productions,HIGH,BUNDLE_COMPONENTS,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Toge Productions.,https://www.togeproductions.com/project/coffee-talk/,,CONFIRM,Toge Productions,toge-productions,Toge Productions,https://www.togeproductions.com/project/coffee-talk/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-commandos-2-&amp;-3-hd-remaster-double-pack,Commandos 2 & 3 HD Remaster Double Pack,Commandos 2 & 3 HD Remaster Double Pack,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,,Raylight Games,HIGH,BUNDLE_COMPONENTS,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Raylight Games.,https://www.kalypsomedia.com/eu/commandos-2-3-hd-remaster-double-pack,,ADD,,raylight-studios,Raylight Studios,https://www.kalypsomedia.com/eu/commandos-2-3-hd-remaster-double-pack,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-commandos-2-&amp;-3-hd-remaster-double-pack,Commandos 2 & 3 HD Remaster Double Pack,Commandos 2 & 3 HD Remaster Double Pack,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Kalypso Media,HIGH,BUNDLE_COMPONENTS,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Kalypso Media.,https://www.kalypsomedia.com/eu/commandos-2-3-hd-remaster-double-pack,,ADD,,kalypso-media,Kalypso Media,https://www.kalypsomedia.com/eu/commandos-2-3-hd-remaster-double-pack,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-commandos-2-&amp;-praetorians-hd-remaster-double-pack,Commandos 2 & Praetorians HD Remaster Double Pack,Commandos 2 & Praetorians HD Remaster Double Pack,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,,Yippee Entertainment,HIGH,BUNDLE_COMPONENTS,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Yippee Entertainment.,https://www.kalypsomedia.com/eu/commandos-2-praetorians-hd-remaster-double-pack,,ADD,,yippee-entertainment,Yippee Entertainment,https://www.kalypsomedia.com/eu/commandos-2-praetorians-hd-remaster-double-pack,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-commandos-2-&amp;-praetorians-hd-remaster-double-pack,Commandos 2 & Praetorians HD Remaster Double Pack,Commandos 2 & Praetorians HD Remaster Double Pack,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Kalypso Media,HIGH,BUNDLE_COMPONENTS,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Kalypso Media.,https://www.kalypsomedia.com/eu/commandos-2-praetorians-hd-remaster-double-pack,,ADD,,kalypso-media,Kalypso Media,https://www.kalypsomedia.com/eu/commandos-2-praetorians-hd-remaster-double-pack,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-conan-exile-collector%27s-edition,Conan Exile [Collector's Edition],Conan Exiles [Collector's Edition],PAL España,standard,EDITION_VARIANT,DEVELOPER,,Funcom,HIGH,EDITION_OF_VERIFIED_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Funcom.,https://www.conanexiles.com/,,ADD,,funcom,Funcom,https://www.conanexiles.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-conan-exile-collector%27s-edition,Conan Exile [Collector's Edition],Conan Exiles [Collector's Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Deep Silver,HIGH,EDITION_OF_VERIFIED_WORK,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Deep Silver.,https://www.conanexiles.com/,,ADD,,deep-silver,Deep SIlver,https://www.conanexiles.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-construction-simulator-day-one-edition,Construction Simulator [Day One Edition],Construction Simulator [Day One Edition],PAL España,standard,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,astragon Entertainment,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/447325,https://store.steampowered.com/app/1273400,ADD,,astragon,Astragon,https://gamesdb.launchbox-app.com/games/details/447325 | https://store.steampowered.com/app/1273400,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-construction-simulator-gold-edition,Construction Simulator [Gold Edition],Construction Simulator [Gold Edition],PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,astragon Entertainment,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/447325,https://store.steampowered.com/app/1273400,ADD,,astragon,Astragon,https://gamesdb.launchbox-app.com/games/details/447325 | https://store.steampowered.com/app/1273400,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-constructor,Constructor,Constructor,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,SYSTEM 3 SOFTWARE,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP4037-CUSA04035_00-CONSTRUCTRPS4EUD,,ADD,,system-3-software-ltd,System 3 Software Ltd,https://store.playstation.com/es-es/product/EP4037-CUSA04035_00-CONSTRUCTRPS4EUD,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-contraptions-collection,Contraptions Collection,Contraptions Collection,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,Moragami,Moragami,HIGH,EXACT_PS4_COMPILATION,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Moragami.,https://store.steampowered.com/app/2827950/Contraptions_Collection/,https://funboxmedia.co.uk/,CONFIRM,Moragami,moragami,Moragami,https://store.steampowered.com/app/2827950/Contraptions_Collection/ | https://funboxmedia.co.uk/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-contraptions-collection,Contraptions Collection,Contraptions Collection,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Funbox Media,HIGH,EXACT_PS4_COMPILATION,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Funbox Media.,https://store.steampowered.com/app/2827950/Contraptions_Collection/,https://funboxmedia.co.uk/,ADD,,funbox-media,Funbox Media,https://store.steampowered.com/app/2827950/Contraptions_Collection/ | https://funboxmedia.co.uk/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cooking-mama,Cooking Mama,Cooking Mama: Cookstar,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,1st Playable Productions,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a 1st Playable Productions.,https://www.cookingmamacookstar.com/,,ADD,,1st-playable-productions,1st Playable Productions,https://www.cookingmamacookstar.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cooking-mama,Cooking Mama,Cooking Mama: Cookstar,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Planet Entertainment,HIGH,EXACT_PS4_WORK,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Planet Entertainment.,https://www.cookingmamacookstar.com/,,ADD,,planet-entertainment,Planet Entertainment,https://www.cookingmamacookstar.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cooking-mama-cookstar,Cooking Mama: Cookstar,Cooking Mama: Cookstar,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,1st Playable Productions,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a 1st Playable Productions.,https://www.cookingmamacookstar.com/,,ADD,,1st-playable-productions,1st Playable Productions,https://www.cookingmamacookstar.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cooking-mama-cookstar,Cooking Mama: Cookstar,Cooking Mama: Cookstar,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Planet Entertainment,HIGH,EXACT_PS4_WORK,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Planet Entertainment.,https://www.cookingmamacookstar.com/,,ADD,,planet-entertainment,Planet Entertainment,https://www.cookingmamacookstar.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-coolpaintr-vr,CoolPaintr VR,CoolPaintr VR,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Wildbit Studios,HIGH,EXACT_PAL_PHYSICAL,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Wildbit Studios.,https://www.gamepitt.co.uk/coolpaintr-vr-psvr-review/,https://perpgames.com/game/synth-riders/,ADD,,wildbits-studio,Wildbits studio,https://www.gamepitt.co.uk/coolpaintr-vr-psvr-review/ | https://perpgames.com/game/synth-riders/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-coolpaintr-vr,CoolPaintr VR,CoolPaintr VR,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Perp Games,HIGH,EXACT_PAL_PHYSICAL,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Perp Games.,https://www.gamepitt.co.uk/coolpaintr-vr-psvr-review/,https://perpgames.com/game/synth-riders/,ADD,,perp-games,Perp Games,https://www.gamepitt.co.uk/coolpaintr-vr-psvr-review/ | https://perpgames.com/game/synth-riders/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cotton-fantasy-strictly-limited,Cotton Fantasy [Strictly Limited],Cotton Fantasy [Strictly Limited],PAL España,standard,EDITION_VARIANT,DEVELOPER,,Success,HIGH,EDITION_OF_VERIFIED_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Success.,https://www.strictlylimitedgames.com/,,ADD,,success,Success,https://www.strictlylimitedgames.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crash-bandicoot-n-sane-trilogy,Crash Bandicoot N. Sane Trilogy,Crash Bandicoot N. Sane Trilogy,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,DEVELOPER,Vicarious Visions,Vicarious Visions,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/129193,https://store.steampowered.com/app/731490,CONFIRM,Vicarious Visions,vicarious-visions,Vicarious Visions,https://gamesdb.launchbox-app.com/games/details/129193 | https://store.steampowered.com/app/731490,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crash-team-racing-&amp;-spyro-reignited-trilogy,Crash Team Racing & Spyro Reignited Trilogy,Crash Team Racing + Spyro Reignited Trilogy,PAL España,standard,POSSIBLE_COMPILATION_OR_MULTI_PRODUCT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Activision,HIGH,MULTI_GAME_BUNDLE,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Activision.,https://www.activision.com/,,ADD,,activision,Activision,https://www.activision.com/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crashbots,Crashbots,Crashbots,PAL España,standard,GAME_OR_UNKNOWN,DIGITAL_PUBLISHER,,EVGENIY KOLPAKOV,HIGH,DIGITAL_PS4_EU,ADD_OR_CONFIRM_CREDIT,Coincidencia rápida: PLAYSTATION_STORE.,https://store.playstation.com/es-es/product/EP1661-CUSA14617_00-SYPS4CRASHBOTS00,,ADD,,evgeniy-kolpakov,EVGENIY KOLPAKOV,https://store.playstation.com/es-es/product/EP1661-CUSA14617_00-SYPS4CRASHBOTS00,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crazy-chicken-jump-%27n%27-run-traps-and-treasures,Crazy Chicken Jump 'N' Run: Traps And Treasures,Crazy Chicken Jump 'n' Run: Traps and Treasures,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Higgs Games,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Higgs Games.,https://store.playstation.com/en-gb/product/EP3024-PPSA07104_00-MOORHUHNJUMPNRUN,,ADD,,higgs-games,Higgs Games,https://store.playstation.com/en-gb/product/EP3024-PPSA07104_00-MOORHUHNJUMPNRUN,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crazy-chicken-jump-%27n%27-run-traps-and-treasures,Crazy Chicken Jump 'N' Run: Traps And Treasures,Crazy Chicken Jump 'N' Run: Traps And Treasures,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Markt+Technik Verlag,HIGH,DIGITAL_PS4_EU | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, PLAYSTATION_STORE.",https://gamesdb.launchbox-app.com/games/details/447384,https://store.playstation.com/es-es/product/EP3024-CUSA33012_00-MOORHUHNJUMPNRUN,ADD,,markt-amp-technik-verlag,Markt & Technik Verlag,https://gamesdb.launchbox-app.com/games/details/447384 | https://store.playstation.com/es-es/product/EP3024-CUSA33012_00-MOORHUHNJUMPNRUN,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crazy-machines-vr,Crazy Machines VR,Crazy Machines VR,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,EuroVideo Medien,HIGH,DIGITAL_PS4_EU | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, PLAYSTATION_STORE.",https://gamesdb.launchbox-app.com/games/details/447379,https://store.playstation.com/es-es/product/EP0841-CUSA13142_00-YDH2K8LVCNBMVT2Y,ADD,,eurovideo,EUROVIDEO,https://gamesdb.launchbox-app.com/games/details/447379 | https://store.playstation.com/es-es/product/EP0841-CUSA13142_00-YDH2K8LVCNBMVT2Y,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-creed-rise-to-glory,Creed Rise to Glory,Creed Rise to Glory,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Survios,HIGH,DIGITAL_PS4_EU | GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, PLAYSTATION_STORE, STEAM.",https://gamesdb.launchbox-app.com/games/details/473019,https://store.playstation.com/es-es/product/EP2147-CUSA13482_00-CR1RELEASE000001,ADD,,survios,Survios,https://gamesdb.launchbox-app.com/games/details/473019 | https://store.playstation.com/es-es/product/EP2147-CUSA13482_00-CR1RELEASE000001,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cricket-19-the-official-game-of-the-ashes,Cricket 19: The Official Game Of The Ashes,Cricket 19: The Official Game of the Ashes,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Big Ant Studios,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Big Ant Studios.,https://www.bigant.com/all-game-list/cricket/,https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,ADD,,big-ant-studios,Big Ant Studios,https://www.bigant.com/all-game-list/cricket/ | https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cricket-19-the-official-game-of-the-ashes,Cricket 19: The Official Game Of The Ashes,Cricket 19: The Official Game of the Ashes,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Big Ant Studios,HIGH,EXACT_PS4_WORK,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Big Ant Studios.,https://www.bigant.com/all-game-list/cricket/,https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,ADD,,big-ant-studios,Big Ant Studios,https://www.bigant.com/all-game-list/cricket/ | https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cricket-22-the-official-game-of-the-ashes,Cricket 22: The Official Game of The Ashes,Cricket 22: The Official Game of the Ashes,PAL España,standard,GAME_OR_UNKNOWN,DEVELOPER,,Big Ant Studios,HIGH,EXACT_PS4_WORK,ADD_DEVELOPER,Las fuentes consultadas atribuyen el desarrollo a Big Ant Studios.,https://www.bigant.com/all-game-list/cricket/,https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,ADD,,big-ant-studios,Big Ant Studios,https://www.bigant.com/all-game-list/cricket/ | https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cricket-22-the-official-game-of-the-ashes,Cricket 22: The Official Game of The Ashes,Cricket 22: The Official Game of the Ashes,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Nacon,HIGH,EXACT_PS4_WORK,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Nacon.,https://www.bigant.com/all-game-list/cricket/,https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,ADD,,nacon,Nacon,https://www.bigant.com/all-game-list/cricket/ | https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-cricket-26-the-official-game-of-the-ashes,Cricket 26: The Official Game Of The Ashes,Cricket 26: The Official Game of the Ashes,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,Nacon,HIGH,EXACT_PS4_WORK,ADD_PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,La edición PS4 consultada atribuye la publicación o distribución física a Nacon.,https://www.bigant.com/all-game-list/cricket/,https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,ADD,,nacon,Nacon,https://www.bigant.com/all-game-list/cricket/ | https://store.steampowered.com/app/3468650/Cricket_26__The_Official_Game_of_the_Ashes/,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
ps4-crymachina,Crymachina,Crymachina,PAL España,standard,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,,NIS America,HIGH,GAME_WORK | PS4_RELEASE,ADD_OR_CONFIRM_CREDIT,"Coincidencia rápida: LAUNCHBOX_PS4, STEAM.",https://gamesdb.launchbox-app.com/games/details/475602,https://store.steampowered.com/app/2258500,ADD,,nis-america,NIS America,https://gamesdb.launchbox-app.com/games/details/475602 | https://store.steampowered.com/app/2258500,,,2026-09-05,company-credit-ps4-pal-rapid-review-2026-09-05
