catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,identifier_warning,current_cusa,pricecharting_model_cusa
ps4-demons-age,Demons Age,PAL España,standard,demons age,demons age,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,BIGMOON STUDIOS,bigmoon-studios,BIGMOON STUDIOS,EXACT_NAME_OR_ALIAS,BIGMOON STUDIOS,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/demons-age,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA06635_00,CUSA06635_00
ps4-deponia,Deponia,PAL España,standard,deponia,deponia,GAME_OR_UNKNOWN,DEVELOPER,developer,Daedalic Entertainment,daedalic-entertainment,Daedalic Entertainment,EXACT_NAME_OR_ALIAS,Daedalic Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/deponia | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/214340 | https://www.wikidata.org/wiki/Q5260692 | https://gamesdb.launchbox-app.com/games/details/473006,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA08542_00,
ps4-destiny,Destiny,PAL España,standard,destiny,destiny,GAME_OR_UNKNOWN,DEVELOPER,developer,Bungie,bungie,Bungie,EXACT_NAME_OR_ALIAS,Bungie,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIDATA | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/destiny | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://www.wikidata.org/wiki/Q210275 | https://gamesdb.launchbox-app.com/games/details/20950,El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,MODEL_CONFLICT,CUSA01487_00,CUSA00568_00
ps4-destiny,Destiny,PAL España,standard,destiny,destiny,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Activision,activision,Activision,EXACT_NAME_OR_ALIAS,Activision,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST_PAL,B_LEGACY_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/destiny | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,MODEL_CONFLICT,CUSA01487_00,CUSA00568_00
ps4-don%27t-starve,Don't Starve,PAL España,standard,don t starve,don t starve,GAME_OR_UNKNOWN,DEVELOPER,developer,Klei Entertainment,klei-entertainment,Klei Entertainment,EXACT_NAME_OR_ALIAS,Klei Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,4,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/don%27t-starve | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/219740 | https://www.wikidata.org/wiki/Q3208174,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,MODEL_CONFLICT,CUSA00158_00,CUSA10385_00
ps4-don%27t-starve,Don't Starve,PAL España,standard,don t starve,don t starve,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,505 Games,505-games,505 Games,EXACT_NAME_OR_ALIAS,505 Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST_PAL,B_LEGACY_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/don%27t-starve | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,MODEL_CONFLICT,CUSA00158_00,CUSA10385_00
ps4-elder-scrolls-online-elsweyr,Elder Scrolls Online Elsweyr,PAL España,standard,elder scrolls online elsweyr,elder scrolls online elsweyr,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,ZeniMax Media Inc.,zenimax-media-inc,ZeniMax Media Inc.,EXACT_NAME_OR_ALIAS,ZeniMax Media Inc.,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/elder-scrolls-online-elsweyr,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA00086_00,CUSA00086_00
ps4-elder-scrolls-v-skyrim-special-edition,Elder Scrolls V Skyrim [Special Edition],PAL España,standard,elder scrolls v skyrim,elder scrolls v skyrim,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bethesda Softworks,bethesda-softworks,Bethesda Softworks,EXACT_NAME_OR_ALIAS,Bethesda Softworks,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/elder-scrolls-v-skyrim-special-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA05486_00,CUSA05486_00
ps4-elder-scrolls-v-skyrim-vr,Elder Scrolls V Skyrim VR,PAL España,standard,elder scrolls v skyrim vr,elder scrolls v skyrim vr,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bethesda Softworks,bethesda-softworks,Bethesda Softworks,EXACT_NAME_OR_ALIAS,Bethesda Softworks,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/elder-scrolls-v-skyrim-vr,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA08933_00,
ps4-endling-extinction-is-forever,Endling: Extinction is Forever,PAL España,standard,endling extinction is forever,endling extinction is forever,GAME_OR_UNKNOWN,DEVELOPER,developer,Herobeat Studios,herobeat-studios,Herobeat Studios,EXACT_NAME_OR_ALIAS,Herobeat Studios,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,4,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/endling-extinction-is-forever | https://store.steampowered.com/app/898890 | https://www.wikidata.org/wiki/Q113098534,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA24524_00,CUSA24524_00
ps4-f1-manager-22,F1 Manager 22,PAL España,standard,f1 manager 22,f1 manager 22,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Frontier Developments,frontier-developments,Frontier Developments,EXACT_NAME_OR_ALIAS,Frontier Developments,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/f1-manager-22,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA31704_00,
ps4-fallout-76-tricentennial-edition,Fallout 76 Tricentennial Edition,PAL España,standard,fallout 76 tricentennial edition,fallout 76 tricentennial edition,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bethesda Softworks,bethesda-softworks,Bethesda Softworks,EXACT_NAME_OR_ALIAS,Bethesda Softworks,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/fallout-76-tricentennial-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA12054_00,CUSA12054_00
ps4-flipping-death,Flipping Death,PAL España,standard,flipping death,flipping death,GAME_OR_UNKNOWN,DEVELOPER,developer,Zoink!,zoink,Zoink! | Zoink,EXACT_NAME_OR_ALIAS,Zoink!,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE,2,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/flipping-death | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_STRONG_TITLE_REVIEW,CUSA10799_00,
ps4-frostpunk-console-edition,Frostpunk: Console Edition,PAL España,standard,frostpunk console edition,frostpunk,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Merge Games,merge-games,Merge Games,EXACT_NAME_OR_ALIAS,Merge Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/frostpunk-console-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA15690_00,CUSA15690_00
ps4-ganryu-2-hakuma-kojiro,Ganryu 2: Hakuma Kojiro,PAL España,standard,ganryu 2 hakuma kojiro,ganryu 2 hakuma kojiro,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Just For Games SAS,just-for-games,Just For Games SAS,EXACT_NAME_OR_ALIAS,Just For Games SAS,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/ganryu-2-hakuma-kojiro,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA32758_00,CUSA32758_00
ps4-hack-gu-last-recode,.hack GU Last Recode,PAL España,standard,hack gu last recode,hack gu last recode,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Bandai Namco Entertainment Europe S.A.S.,bandai-namco-entertainment-europe-s-a-s,Bandai Namco Entertainment Europe S.A.S.,EXACT_NAME_OR_ALIAS,Namco Bandai Games,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/hack-gu-last-recode,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_STRONG_TITLE_REVIEW,CUSA07691_00,CUSA07691_00
ps4-hellmut-the-badass-from-hell,Hellmut: The Badass From Hell,PAL España,standard,hellmut the badass from hell,hellmut the badass from hell,GAME_OR_UNKNOWN,DEVELOPER,developer,Volcanicc,volcanicc,Volcanicc,EXACT_NAME_OR_ALIAS,Volcanicc,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/hellmut-the-badass-from-hell | https://store.steampowered.com/app/705620,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA14942_00,CUSA14942_00
ps4-hitman-2,Hitman 2,PAL España,standard,hitman 2,hitman 2,GAME_OR_UNKNOWN,DEVELOPER,developer,IO Interactive,io-interactive,IO Interactive | Io-Interactive,EXACT_NAME_OR_ALIAS,IO Interactive,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/hitman-2 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/211616,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA10514_00,
ps4-hitman-2,Hitman 2,PAL España,standard,hitman 2,hitman 2,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Warner Bros. Interactive Entertainment,warner-bros-interactive-entertainment,Warner Bros. Interactive Entertainment,EXACT_NAME_OR_ALIAS,Warner Bros. Interactive Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/hitman-2,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA10514_00,
ps4-horse-club-adventures,Horse Club Adventures,PAL España,standard,horse club adventures,horse club adventures,GAME_OR_UNKNOWN,DEVELOPER,developer,Wild River Games,wild-river-games,Wild River Games | Wild River Games GmbH,EXACT_NAME_OR_ALIAS,Wild River Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,2,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/horse-club-adventures | https://store.steampowered.com/app/1518820,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_TITLE_CONFLICT,CUSA20580_00,
ps4-i-ai,"I, AI",PAL España,standard,i ai,i ai,GAME_OR_UNKNOWN,DEVELOPER,developer,Satur Entertainment,satur-entertainment,Satur Entertainment,EXACT_NAME_OR_ALIAS,Satur Entertainment,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/i-ai | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1298670 | https://www.wikidata.org/wiki/Q116678029 | https://gamesdb.launchbox-app.com/games/details/476395,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,MODEL_CONFLICT,CUSA23514_00,CUSA23515_00
ps4-immortal-redneck,Immortal Redneck,PAL España,standard,immortal redneck,immortal redneck,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Strictly Limited Games,strictly-limited-games,Strictly Limited Games,EXACT_NAME_OR_ALIAS,Strictly Limited Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/immortal-redneck,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_STRONG_TITLE_REVIEW,CUSA07811_00,
ps4-iro-hero,Iro Hero,PAL España,standard,iro hero,iro hero,GAME_OR_UNKNOWN,DEVELOPER,developer,Artax Games,artax-games,Artax Games,EXACT_NAME_OR_ALIAS,Artax Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,2,REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/iro-hero | https://store.steampowered.com/app/709750,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,MODEL_CONFLICT,CUSA17516_00,CUSA17524_00
ps4-jackquest-the-tale-of-the-sword,JackQuest: The Tale of the Sword,PAL España,standard,jackquest the tale of the sword,jackquest the tale of the sword,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Red Art Games,red-art-games,Red Art Games,EXACT_NAME_OR_ALIAS,Red Art Games,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/jackquest-the-tale-of-the-sword,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA14231_00,
ps4-king-of-fighters-xiv,King of Fighters XIV,PAL España,standard,king of fighters xiv,king of fighters xiv,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Deep SIlver,deep-silver,Deep Silver,EXACT_NAME_OR_ALIAS,Deep Silver,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,1,PRICECHARTING_EXACT_PAL_PAGE,B_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/king-of-fighters-xiv,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA05461_00,CUSA05461_00
ps4-kotodama-7-mysteries-of-fujisawa,Kotodama: 7 Mysteries of Fujisawa,PAL España,standard,kotodama 7 mysteries of fujisawa,kotodama 7 mysteries of fujisawa,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,PQube Ltd.,pqube,PQube,EXACT_NAME_OR_ALIAS,PQube,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/kotodama-7-mysteries-of-fujisawa,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,CUSA_TITLE_CONFLICT,CUSA15305_00,CUSA15305_00
ps4-kowloon-high-school-chronicle,Kowloon High-School Chronicle,PAL España,standard,kowloon high school chronicle,kowloon high school chronicle,GAME_OR_UNKNOWN,DEVELOPER,developer,ToyBox inc.,toybox-inc,Toybox | TOYBOX,EXACT_NAME_OR_ALIAS,"Shout! Design Works, Toybox",REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM,https://www.pricecharting.com/game/pal-playstation-4/kowloon-high-school-chronicle | https://store.steampowered.com/app/1053390,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,CUSA_STRONG_TITLE_REVIEW,CUSA27034_00,CUSA27034_00
